Question,Answer
"Who said the quote: '(feigning a Chinese, muffled voice) Chinese food.'?",Estelle Costanza
"Who said the quote: '(hanging up) Sorry, George, our Chinese food just came. Talk to you later.'?",Frank Costanza
"Who said the quote: 'Oh, Georgie, what are you doing here?'?",Estelle Costanza
Who said the quote: 'Uh... the phone broke.'?,Estelle Costanza
"Who said the quote: 'Well, we got to get moving.'?",Frank Costanza
Who said the quote: 'We have a catered affair.'?,Frank Costanza
"Who said the quote: '(leaving the kitchen) It's creative black tie. Move, woman.'?",Frank Costanza
"Who said the quote: 'Elaine, I'm sorry I'm late.'?",Jack Klompus
Who said the quote: 'I'm gonna be in the can.'?,Jack Klompus
"Who said the quote: 'I'll handle this, Violet. Why don't you take your three hour break? Oh, calm down, everyone. No one's cancelling any mail.'?",Newman
Who said the quote: 'What about your bills?'?,Newman
Who said the quote: 'The bank. What about your cards and letters?'?,Newman
"Who said the quote: 'All right, it's true! Of course nobody needs mail. What do you think, you're so clever for figuring that out? But you don't know the half of what goes on here. So just walk away, Kramer. I beg of you.'?",Newman
"Who said the quote: 'Yes, sir, I believe everything is all squared away. Isn't it, Mr. Kramer?'?",Newman
Who said the quote: 'Oh!'?,Estelle Costanza
Who said the quote: 'I don't know what you mean.'?,Frank Costanza
"Who said the quote: 'George, we've had it with you. Understand? We love you like a son, but even parents have limits.'?",Frank Costanza
"Who said the quote: 'The breakups, the firings. And every Sunday with the calls.'?",Estelle Costanza
Who said the quote: 'What my wife is trying to say is that this is supposed to be our time.'?,Frank Costanza
Who said the quote: 'We're cuttin' you lose.'?,Frank Costanza
"Who said the quote: 'Now, if you'll excuse me, I'm going to make love to your mother.'?",Frank Costanza
Who said the quote: 'You dumped me for some idiotic TV pitchman.'?,David Puddy
"Who said the quote: 'Gee, I don't know. What if we're out somewhere and you see the Maytag repairman.'?",David Puddy
Who said the quote: '(leaving) That's right.'?,David Puddy
"Who said the quote: 'Kramer, what the hell are you doing?'?",Newman
Who said the quote: 'Not that!'?,Newman
"Who said the quote: 'You're in trouble, Kramer. I shouldn't even be talking to you, but I'm telling you as a friend. Here's how it's going to happen you may be walking. Maybe on a crisp, autumn day just like today. When a mail truck will slow beside you, and a door will open, and a mailman you know, maybe even trust, will offer to give you a lift.'?",Newman
Who said the quote: 'No! And no one will ever see you again!'?,Newman
"Who said the quote: 'Yes. No, wait! OK, yes.'?",Newman
Who said the quote: '(seeing postal security officials walking towards Kramer) Quick! Get in!'?,Newman
"Who said the quote: 'There's another way it can go down, and it's going down right now!'?",Newman
"Who said the quote: 'I know you know, but you don't know what I know.'?",Newman
"Who said the quote: 'Elaine, that's the second piece of good news today.'?",Jack Klompus
Who said the quote: '(pulling out his Wiz hat) They're bringing me back. Yeah. I'm the Wiz again.'?,Jack Klompus
Who said the quote: '(dancing around) I'm the Wiz! I'm the Wiz!'?,Jack Klompus
"Who said the quote: '(dancing around) Oh... here's a fact. Uh, I'm... the Wiz! I'm the Wiz and noooobody beats me!'?",Jack Klompus
Who said the quote: '(coming upon the van) Good. He left the door unlocked.'?,Frank Costanza
Who said the quote: 'Why did Kramer have to park the van in the woods?'?,Estelle Costanza
Who said the quote: 'Isn't it obvious? There are no parking meters out here.'?,Frank Costanza
Who said the quote: '(looking inside of the van) Wow!'?,Estelle Costanza
"Who said the quote: '(reclining the seats in the van to a bed) Hey, look at this. Hoochie mama!'?",Frank Costanza
Who said the quote: '(whimpering) Tell the world my story.'?,Newman
"Who said the quote: '(after George opens the van door) Oh, my god!'?",Estelle Costanza
Who said the quote: 'What you saw in that van was a natural expression of a man's love for his lady.'?,Frank Costanza
Who said the quote: 'Your father's right. It's beautiful.'?,Estelle Costanza
Who said the quote: 'And it was safe.'?,Frank Costanza
"Who said the quote: 'Now if you'll excuse me. Once again, your mother and I...'?",Frank Costanza
Who said the quote: '(laughs - T-heheheheheheheh) El Paso!'?,Newman
Who said the quote: 'eue-aaa.'?,Newman
Who said the quote: 'Are you married right now? (points at Jerry)'?,Newman
Who said the quote: 'I told you he was a risk.'?,Newman
"Who said the quote: 'Yeah? Well, you bombed! That story stunk worse than these chairs!'?",Newman
"Who said the quote: 'Lately, though, I've been, uh, - I've been buying the generic brand of waxed beans. You know, I rip of the label I can hardly tell the difference.'?",Newman
Who said the quote: 'We got no one!'?,Newman
Who said the quote: 'What about a guest-host?'?,Newman
Who said the quote: '(on TV) You step on it and it flushes.'?,Frank Costanza
Who said the quote: '(on TV) Stop squirming.'?,Estelle Costanza
Who said the quote: '(on TV) Georgie.'?,Estelle Costanza
Who said the quote: 'Go girl!'?,Newman
Who said the quote: '(With a gorgeous woman sitting on his lap) Did I?'?,Newman
Who said the quote: 'Aww..'?,Newman
Who said the quote: '(Suggesting Jerry) Does yours?'?,Newman
Who said the quote: '(Kissing the woman) Beauty .. and brains. (they nuzzle noses)'?,Newman
"Who said the quote: '(To his new girlfriend) You see, my dear, all certified mail is registered, but registered mail is not necessarily certified.'?",Newman
Who said the quote: '(Stands up and Sputtering loudly) Kramer! I'm with people.'?,Newman
Who said the quote: 'I did invite you. Your invitation must've gotten ... lost in the mail.'?,Newman
Who said the quote: 'Can't do it. I'm on an unbelievable birthday-wish hot streak! My last five birthday wishes came true.'?,Newman
"Who said the quote: '(Negotiating) Your next, fifty wishes.'?",Newman
Who said the quote: 'Fourty-nine.'?,Newman
"Who said the quote: 'Alright, alright, back, savages. Back! I haven't made my wish yet..'?",Newman
Who said the quote: 'No.'?,Susan Ross
"Who said the quote: 'Ah, George.'?",Susan Ross
Who said the quote: 'Uh-huh.'?,Susan Ross
"Who said the quote: 'Yeah, you stuff your sorries in a sack, mister.'?",Susan Ross
Who said the quote: 'Hi.'?,David Puddy
Who said the quote: '(heading towards the bathroom) I got to make a pit stop.'?,David Puddy
"Who said the quote: '(staring into space, picks up the phone) Puddy.'?",David Puddy
Who said the quote: 'This is Puddy.'?,David Puddy
Who said the quote: 'I know.'?,David Puddy
"Who said the quote: 'Well, it's a big job. You've got to dismantle the latch hasp from the auxiliary drainage line.'?",David Puddy
"Who said the quote: 'It's a misprint. What do you got, a Clarkman?'?",David Puddy
"Who said the quote: '(seeing Elaine come in) Hey, man, I'll call you back. I'll talk you through it.'?",David Puddy
"Who said the quote: 'Hey, Babe, your boss called. You owe five bucks for a balloon bouquet. Yeah, he says you can just give it to him tomorrow when you see him.'?",David Puddy
Who said the quote: 'Peggy took a turn for the worst.'?,David Puddy
Who said the quote: 'That's what he said.'?,David Puddy
"Who said the quote: 'Talk to me, Babe.'?",David Puddy
"Who said the quote: 'Oh, germ-o-phobe. I know what that's about.'?",David Puddy
Who said the quote: '(showing her his necklace) I'm a recovering germ-o-phobe. Ten years.'?,David Puddy
Who said the quote: 'It's a germ.'?,David Puddy
Who said the quote: 'Don't you? Elaine.'?,David Puddy
Who said the quote: 'I know it looks bleak. I've been there. Ten years ago waking up in bed next to a woman like this would've sent me running for the Phisohex.'?,David Puddy
Who said the quote: 'I still have trouble looking at those disgusting old bedroom slippers she slogs around in.'?,David Puddy
Who said the quote: 'They're bacteria traps.'?,David Puddy
Who said the quote: 'For the most part.'?,David Puddy
"Who said the quote: 'Oh, germs. Germs. Germs!'?",David Puddy
"Who said the quote: '(waiting with Elaine and Peggy) No, germ-o-phobes.'?",David Puddy
"Who said the quote: 'Kramer, I got your message. I haven't celebrated Festivus in years! What is your interest?'?",Frank Costanza
"Who said the quote: 'Many Christmases ago, I went to buy a doll for my son. I reach for the last one they had - but so did another man. As I rained blows opon him, I realized there had to be another way!'?",Frank Costanza
"Who said the quote: 'It was destroyed. But out of that, a new holiday was born. ""A Festivus for the rest of us!""'?",Frank Costanza
Who said the quote: 'She was.'?,Frank Costanza
"Who said the quote: 'And at the Festivus dinner, you gather your family around, and you tell them all the ways they have disappointed you over the past year.'?",Frank Costanza
"Who said the quote: 'No. Instead, there's a pole. It requires not decoration. I find tinsel distracting.'?",Frank Costanza
"Who said the quote: 'Let's do it then! Festivus is back! I'll get the pole out of the crawl space. (Turns to leave, meets up with Elaine)'?",Frank Costanza
"Who said the quote: 'Hello, woman. (leaves)'?",Frank Costanza
"Who said the quote: 'George, Festivus is your heritage - it's part of who you are.'?",Frank Costanza
"Who said the quote: 'George, you're forgetting how much Festivus has meant to us all. I brought one of the casette tapes. (Franks pushes play, George as a child celebrating Festivus is heard)'?",Frank Costanza
Who said the quote: 'Read that poem.'?,Frank Costanza
"Who said the quote: 'You don't need glasses, you're just weak! You're weak!'?",Frank Costanza
Who said the quote: 'Leave him alone!'?,Estelle Costanza
"Who said the quote: 'Alright, George. It's time for the feats of strength.'?",Frank Costanza
Who said the quote: 'We had some good times.'?,Frank Costanza
Who said the quote: 'George? This is a surprise. (Looking at Kruger) Who's the suit?'?,Frank Costanza
"Who said the quote: 'Have you seen the pole, Kruger?'?",Frank Costanza
Who said the quote: 'He's gonna see it.'?,Frank Costanza
Who said the quote: 'It's made from aluminum. Very high strength-to-weight ratio.'?,Frank Costanza
Who said the quote: 'Dinner's ready!'?,Estelle Costanza
Who said the quote: 'Let's begin.'?,Frank Costanza
"Who said the quote: 'Welcome, new comers. The tradition of Festivus begins with the airing of grievances. I got a lot of problems with you people! And now you're gonna hear about it! You, Kruger. My son tells me your company stinks!'?",Frank Costanza
"Who said the quote: '(To George) Quiet, you'll get yours in a minute. Kruger, you couldn't smooth a silk sheet if you had a hot date with a babe.. I lost my train of thought.'?",Frank Costanza
"Who said the quote: 'And now as Festivus rolls on, we come to the feats of strength.'?",Frank Costanza
"Who said the quote: 'This year, the honor goes to Mr. Kramer.'?",Frank Costanza
"Who said the quote: 'Good thinking, Kruger. Until you pin me, George, Festivus is not over!'?",Frank Costanza
Who said the quote: '(Taking off his sweater) Let's rumble!'?,Frank Costanza
"Who said the quote: 'I think you can take him, Georgie!'?",Estelle Costanza
"Who said the quote: 'Stop crying, and fight your father!'?",Frank Costanza
Who said the quote: 'This is the best Festivus ever!'?,Frank Costanza
Who said the quote: 'Sorry Im late.'?,David Puddy
Who said the quote: 'Arbys.'?,David Puddy
Who said the quote: 'All right. Classic. (Holds his hand up) High-five.'?,David Puddy
"Who said the quote: 'Oh, sure, babe. Salesman-only copy room (Points) right there.'?",David Puddy
"Who said the quote: '(To Jerry and George) Hey, come on, guys. Ill show you the 900.'?",David Puddy
Who said the quote: '(Pointing out his office door) By the service department.'?,David Puddy
Who said the quote: 'I dont care for that term.'?,David Puddy
"Who said the quote: 'No, I dont know too many monkeys who could take apart a fuel injector.'?",David Puddy
"Who said the quote: 'Yeah, I saw that one. Uh.. Koko.'?",David Puddy
"Who said the quote: 'Right, Koko. That chimps all right. (Holds up his hand) High-five.'?",David Puddy
"Who said the quote: '(Standing up) Well, theres a vending machine. I could show you where it is. (Leaves, showing George the way)'?",David Puddy
Who said the quote: 'Good news. We got a 900 in black. Thats the hot color. (Holds up his hand) High-five.'?,David Puddy
Who said the quote: '(Pointing at Jerry) You owe me five.'?,David Puddy
Who said the quote: 'Paper jam.. Got it!'?,David Puddy
"Who said the quote: '(Holds his hand up) High-five. (Elaine reluctantly slaps it. He turns around, and puts his hand out behind his back) On the flip side.'?",David Puddy
Who said the quote: '(Still holding out his hand) Dont leave me hangin.'?,David Puddy
Who said the quote: 'What did I tell you about that?'?,David Puddy
Who said the quote: '(Somewhat hurt) Oh yeah? Ill tell you whats stupid. You. Stupid.'?,David Puddy
Who said the quote: 'Yeah? So are you. Youre the grease monkey.'?,David Puddy
"Who said the quote: 'Yeah, if you leave, were through.'?",David Puddy
"Who said the quote: 'Oh, so youre leaving?'?",David Puddy
