Question,Answer
Who said the quote: 'You didn't look down?'?,Jerry Seinfeld
Who said the quote: 'I was trying to stick the landing. (indistinct) ...was right around here.'?,George Costanza
Who said the quote: 'No! No!!'?,George Costanza
Who said the quote: 'Poor son of a bitch.'?,Jerry Seinfeld
Who said the quote: 'It's a hundred thousand revolutions a second. It's the most powerful one they make.'?,Jerry Seinfeld
Who said the quote: 'The engine's made by McDonnell-Douglas.'?,Jerry Seinfeld
"Who said the quote: 'Oh no, you keep going. It shuts off automatically.'?",Jerry Seinfeld
Who said the quote: '(unheard by Jenna) When the battery runs out.'?,Jerry Seinfeld
"Who said the quote: 'No, trust me, that one was doing more harm than good. Don't forget to use the Plax too.'?",Jerry Seinfeld
Who said the quote: 'I don't know anything about that.'?,Jerry Seinfeld
Who said the quote: 'That's the idea.'?,Jerry Seinfeld
"Who said the quote: 'You know, maybe we better not. I, I think I'm getting a little cold. I don't wanna give you any of my germs.'?",Jerry Seinfeld
Who said the quote: 'You still couldn't kiss her?'?,Elaine Benes
"Who said the quote: 'She has a taint. I can't see it, but I know it's there.'?",Jerry Seinfeld
"Who said the quote: 'Oh, so now you're finding fault on a sub-atomic level.'?",Elaine Benes
"Who said the quote: 'Maybe if I could shrink myself down, like in Fantastic Voyage, and get inside a microscopic submarine, I could be sure. Although if there was something there, it might be pretty scary. Course, I would have that laser.'?",Jerry Seinfeld
"Who said the quote: 'Jer, do you see where this is going?'?",Elaine Benes
Who said the quote: 'Being really clean and happy?'?,Jerry Seinfeld
"Who said the quote: 'Jerry, you have tendencies. They're always annoying, but they were just tendencies. But now, if you can't kiss this girl, I'm afraid we're talking disorder.'?",Elaine Benes
Who said the quote: 'Disorder?'?,Jerry Seinfeld
"Who said the quote: 'And from disorder, you're a quirk or two away from full-on dementia.'?",Elaine Benes
"Who said the quote: '(thoughtful) Hmm, that could hurt me. (pointing out of window) Hey, there it is.'?",Jerry Seinfeld
Who said the quote: 'Shall we stop and say hi?'?,Elaine Benes
"Who said the quote: 'Nah, we've seen it.'?",Jerry Seinfeld
Who said the quote: 'Yeah.'?,Elaine Benes
"Who said the quote: '(shouting after car) Hey Jerry! Yeah, I'll see you back at the house!'?",Cosmo Kramer
"Who said the quote: 'Mile one-fourteen, clean as a whistle.'?",Cosmo Kramer
"Who said the quote: 'Hi. I'm your neighbour, uh, fr... from across the street. And uh, (coughs nervously) I was wondering, if it wouldn't be too much trouble, if I could use your apartment to order some food?'?",Elaine Benes
"Who said the quote: 'You see, there's this certain flounder and they won't deliver it to my side of the street.'?",Elaine Benes
"Who said the quote: 'No, I just need them to deliver it here and I have to be kinda inside is all.'?",Elaine Benes
"Who said the quote: 'No, actually I'm... I'm just kind of hungry.'?",Elaine Benes
"Who said the quote: 'Well, the lock was broken. You just have to jiggle it, actually. But, I just need like a half an hour to an hour.'?",Elaine Benes
Who said the quote: 'What's with the signs?'?,Jerry Seinfeld
"Who said the quote: 'Hey, you should see the Berkhardt, Jerry. My mile is spotless. I mean the big stuff was easy. Cinderblocks, air-conditioners, shopping carts (makes sound - fzup!), I just rolled 'em into the woods.'?",Cosmo Kramer
"Who said the quote: 'Yeah, that stuff's all natural anyway.'?",Jerry Seinfeld
"Who said the quote: '(holding up a sign) Speed limit, one hundred and sixty-five miles per hour. See? They slipped a one in there. (laughing) Those kids with the spray paint, God love 'em.'?",Cosmo Kramer
"Who said the quote: 'Hey. So, keys?'?",Jerry Seinfeld
Who said the quote: 'No keys. And I been calling the city all day. Course there's not really a number to call if you wanna make a pothole.'?,George Costanza
Who said the quote: 'I guess they leave that up to the general population.'?,Jerry Seinfeld
"Who said the quote: 'I tell you this. If the real Phil Rizzuto was down there, this wouldn't be happening!'?",George Costanza
Who said the quote: 'Hard to say.'?,Jerry Seinfeld
"Who said the quote: 'Hey, you need some roadwork done? 'Cos I met some maintenance guys today on the highway, they could probably help you out.'?",Cosmo Kramer
Who said the quote: 'Really?'?,George Costanza
"Who said the quote: 'Oh yeah, yeah. I borrowed some cones from them when I was sweeping my car-pool lane.'?",Cosmo Kramer
Who said the quote: 'Yeah?'?,Jerry Seinfeld
"Who said the quote: 'If you guys wouldn't mind, I would like to ward off dementia.'?",Jerry Seinfeld
Who said the quote: 'You think you could hook me up with these guys?'?,George Costanza
"Who said the quote: 'Oh yeah, yeah. Give me a ring tomorrow. I'm gonna be at emergency callbox seven-eight-four.'?",Cosmo Kramer
Who said the quote: 'Seven-eight-four.'?,George Costanza
Who said the quote: 'Hi.'?,Jerry Seinfeld
"Who said the quote: 'Good. My cold's gone, and I've been looking forwards to kissing you, which I'm ready to do now, if you are ready.'?",Jerry Seinfeld
"Who said the quote: 'Nothing. I just, I uh, I bruised my lip. I was drinking a Celray, and I brought it up too fast and I banged it into my lip, (lower voice and hurriedly) and then I knocked your toothbrush into the toilet and I wasn't able to tell you before you could use it.'?",Jerry Seinfeld
Who said the quote: 'I'm sorry.'?,Jerry Seinfeld
Who said the quote: 'Obviously never.'?,Jerry Seinfeld
Who said the quote: 'I need the yield sign.'?,Cosmo Kramer
"Who said the quote: 'Kramer, I'm kind of in the middle of something. Would you get these signs out of here, please?'?",Jerry Seinfeld
Who said the quote: 'You could've introduced me.'?,Cosmo Kramer
Who said the quote: 'I wouldn't know where to start.'?,Jerry Seinfeld
"Who said the quote: '(knocking) Hey, Jenna. Hey!'?",Jerry Seinfeld
Who said the quote: 'What?! Wha... what'd you put in there?'?,Jerry Seinfeld
"Who said the quote: 'Oh, man!'?",Jerry Seinfeld
"Who said the quote: '(into phone) Hello, Jenna, did you dunk the spatula? Was it the spatula? Hello? Dammit!'?",Jerry Seinfeld
Who said the quote: 'She won't even give you a hint?'?,Elaine Benes
Who said the quote: 'No. Could be anything. The whole apartment's a biohazard.'?,Jerry Seinfeld
Who said the quote: 'You know what I bet it is? (points) Your remote.'?,Elaine Benes
"Who said the quote: 'Yes, that is a definite possibility.'?",Jerry Seinfeld
"Who said the quote: '(walking to the couch) Or, could be your walkman there.'?",Elaine Benes
Who said the quote: 'Are you just screwing with me?'?,Jerry Seinfeld
"Who said the quote: 'Yeah, I am.'?",Elaine Benes
Who said the quote: 'Hey ah.'?,Cosmo Kramer
"Who said the quote: 'Hey, how's life on the road?'?",Jerry Seinfeld
"Who said the quote: 'Oh, I'm making a difference Jerry.'?",Cosmo Kramer
Who said the quote: 'I don't doubt it.'?,Jerry Seinfeld
"Who said the quote: 'You should see the smiles on the drivers' faces. I mean, you gotta look quick, but they're there.'?",Cosmo Kramer
Who said the quote: 'What's this?'?,Jerry Seinfeld
"Who said the quote: 'Well, you know, those annoying little bumps on the lane-lines? (makes noise - bum, bum, bum, bum, bump)'?",Cosmo Kramer
Who said the quote: 'Isn't that some kind of safety thing?'?,Jerry Seinfeld
"Who said the quote: 'Well, I had to pull 'em up if I'm gonna widen the lanes.'?",Cosmo Kramer
Who said the quote: 'What the hell are you talking about?'?,Jerry Seinfeld
"Who said the quote: 'Ah, you know how in planes they got first class? More leg room, better ride? Well, I'm bringing that concept to mile one-fourteen.'?",Cosmo Kramer
Who said the quote: 'How are you gonna widen the lanes?'?,Elaine Benes
"Who said the quote: 'Well you black out lane-lines one and three, and a four-lane highway becomes a two-lane comfort cruise. (to Jerry) So, you got any black paint?'?",Cosmo Kramer
"Who said the quote: '(sarcasm) Yeah, in my toolshed, next to the riding mower.'?",Jerry Seinfeld
"Who said the quote: '(into phone) Yuh, I'd like an order of supreme flounder, number forty-seven. Yeah, apartment one-Q.'?",Elaine Benes
Who said the quote: 'One-Q? Whose apartment is that?'?,Jerry Seinfeld
"Who said the quote: 'That's the janitor closet, across the street.'?",Elaine Benes
"Who said the quote: 'You're pretending to live in a janitor's closet, just to get this flounder?'?",Jerry Seinfeld
"Who said the quote: 'It's better than eating it alone in the restaurant, like some loser.'?",Elaine Benes
Who said the quote: 'That stuff is unbelievable. I'd eat it out of a dumpster.'?,Cosmo Kramer
Who said the quote: '(heading to door) How do you know about it? You're not in the delivery zone.'?,Elaine Benes
"Who said the quote: 'Well, Newman uses his mail truck to run fish for China Panda on the weekends.'?",Cosmo Kramer
"Who said the quote: 'Well, mine's coming in ten, so... see you boys.'?",Elaine Benes
"Who said the quote: 'Now, where's that tool shed of yours?'?",Cosmo Kramer
"Who said the quote: 'Hi. Sorry, I didn't hear you. I was in the shower.'?",Elaine Benes
Who said the quote: 'I'll see you.'?,Elaine Benes
"Who said the quote: 'Yeah. Thanks for, thanks for coming by fellas. Eh, got a set of keys, buried in the pothole.'?",George Costanza
"Who said the quote: 'Just need to uh, to dig 'em up.'?",George Costanza
"Who said the quote: 'Nah, nah, it's uh, it's a long story. Just uh, try to get it up.'?",George Costanza
"Who said the quote: 'Yeah, I know that. (clears throat) Could you start, working?'?",George Costanza
"Who said the quote: '(penny drops) Oh, uh, wait a minute, wait a minute. (snorts) Is this about money?'?",George Costanza
"Who said the quote: 'Uhm, nothing. I was just uhm... I wasn't in there.'?",Elaine Benes
"Who said the quote: 'Right, because... I'm the janitor. (picks teeth with fingernail)'?",Elaine Benes
Who said the quote: '(meek) Yes ma'am.'?,Elaine Benes
Who said the quote: 'Oh it's you.'?,Elaine Benes
Who said the quote: 'Is the flounder here yet?'?,Jerry Seinfeld
"Who said the quote: 'No, it's not here yet. You want the tour?'?",Elaine Benes
Who said the quote: '(gesturing) There's this.'?,Elaine Benes
"Who said the quote: 'Nice. French doors'd really open this place up. Oh, but you have a slop-bucket.'?",Jerry Seinfeld
Who said the quote: '(gleeful) The fish!'?,Elaine Benes
"Who said the quote: 'Ah, what're you doing here?'?",Elaine Benes
Who said the quote: 'Hey.'?,George Costanza
Who said the quote: 'Hey.'?,Jerry Seinfeld
"Who said the quote: 'Oh, I was uh, I was waiting downstairs for the jackhammer, thought I'd drop by.'?",George Costanza
Who said the quote: 'Kramer's guys?'?,Jerry Seinfeld
Who said the quote: 'Yeah. I got 'em down to fifty bucks. I just have to do all the jackhammering myself.'?,George Costanza
"Who said the quote: 'Oh that's nice, kind of a hard-labour fantasy camp.'?",Jerry Seinfeld
Who said the quote: 'Ow!'?,George Costanza
"Who said the quote: 'Uh, man!'?",Elaine Benes
"Who said the quote: 'Huh, yeah. (looks round) Oh, sweet setup. Elaine, d'you have any paint thinner? I need like uh, forty gallons.'?",Cosmo Kramer
Who said the quote: 'I'm plumb out.'?,Elaine Benes
"Who said the quote: 'Oh man, if I don't get that black paint off the City's gonna go ape. I don't wanna lose my baby!'?",Cosmo Kramer
"Who said the quote: '(to the guys) Uh, Mrs Allister. (louder) Yeah, uh, just coming Mrs Allister. (to guys) Okay, I've gotta get out.'?",Elaine Benes
"Who said the quote: 'Here, can you move, you gotta move from the door.'?",Elaine Benes
"Who said the quote: 'Hi, I uhm... What can I do for you?'?",Elaine Benes
"Who said the quote: 'Yeah, I am so sorry.'?",Elaine Benes
"Who said the quote: 'Well, a lot of it is vegetable...'?",Elaine Benes
Who said the quote: '(meekly) Yes ma'am.'?,Elaine Benes
Who said the quote: '...stop pushing. (to Elaine) Kramer spilled ammonia.'?,George Costanza
Who said the quote: 'I don't feel like eating.'?,Jerry Seinfeld
"Who said the quote: '(holding up a set of heavy chains) I'm gonna borrow this, huh?'?",Cosmo Kramer
Who said the quote: '(to Mrs Allister) Janitor's meeting.'?,Elaine Benes
"Who said the quote: 'Well, I thought it's about time we put aside all this silliness. I know now you didn't put anything in my toilet bowl. (pause) Did you?'?",Jerry Seinfeld
"Who said the quote: 'Well, whatever. So, how've you been?'?",Jerry Seinfeld
Who said the quote: 'Good. (pause) Steak knife?'?,Jerry Seinfeld
Who said the quote: 'Nah.'?,Jerry Seinfeld
Who said the quote: 'Hi.'?,Elaine Benes
Who said the quote: 'Hi.'?,Jerry Seinfeld
"Who said the quote: 'Hi. Jerry, can I borrow your car?'?",Elaine Benes
Who said the quote: 'For what?'?,Jerry Seinfeld
Who said the quote: 'I have to haul some dirty garbage to the dump.'?,Elaine Benes
"Who said the quote: 'Dirt? That's alright, (for Jenna's benefit) because there's nothing wrong with dirt.'?",Jerry Seinfeld
"Who said the quote: 'Well, actually it's pretty grimy.'?",Elaine Benes
"Who said the quote: 'Grime, grease, filth, funk, ooze. Whatever it is, you take that stuff and put it right on my leather upholstery.'?",Jerry Seinfeld
"Who said the quote: 'Well, I don't know who you are, but thanks for the car.'?",Elaine Benes
Who said the quote: 'Sure. Bye.'?,Jerry Seinfeld
Who said the quote: 'Bye.'?,Elaine Benes
Who said the quote: 'Bye.'?,Elaine Benes
"Who said the quote: 'There, you see? I just leant her my car, and she's gonna fill it with all sorts of... (he cracks) Alright! You win! That car was my last germ-free sanctuary. I slept there last night! Now, for the love of God, please, what is it? What is it?!'?",Jerry Seinfeld
"Who said the quote: 'Toilet brush, oh (he pulls a 'Damn, shoulda guessed!' face). Alright, I can replace that.'?",Jerry Seinfeld
"Who said the quote: 'Yeah. Let's uh, go to your place. Because I, threw out all my dishes.'?",Jerry Seinfeld
Who said the quote: 'That's true.'?,Jerry Seinfeld
"Who said the quote: 'But, I'll tell you this much. I am never going to let some silly hygienic mishap get in the way of, what could be, a meaningful, long-lasting relationship.'?",Jerry Seinfeld
Who said the quote: 'I don't know what that could be.'?,Jerry Seinfeld
"Who said the quote: 'Anyway, I'm a new man, and I'm looking towards the future. Clean, dirty, whatever.'?",Jerry Seinfeld
Who said the quote: 'Holy cow! Have a nice life.'?,Jerry Seinfeld
"Who said the quote: 'Hey, look at this. Wide lanes. This is so luxurious. Woo, yeah.'?",Elaine Benes
Who said the quote: 'Bugger!'?,Cosmo Kramer
Who said the quote: 'Double bugger!'?,Cosmo Kramer
Who said the quote: 'Hey buddy. What're you doing out here?'?,Cosmo Kramer
"Who said the quote: 'Man, did you see that fireball? Woo-hoo-hoo, hoo-hoo.'?",Cosmo Kramer
